Año;Departamento;Municipio;Grupo Etario;Sexo;Casos
2019;QUICHE;JOYABAJ;1m a < 2m;Masculino;1
2019;SACATEPEQUEZ;ANTIGUA GUATEMALA;1m a < 2m;Masculino;1
2019;SANTA ROSA;CUILAPA;1m a < 2m;Masculino;1
2019;SUCHITEPEQUEZ;MAZATENANGO;1m a < 2m;Masculino;4
2020;BAJA VERAPAZ;SALAMÁ;1m a < 2m;Masculino;1
2020;GUATEMALA;GUATEMALA;1m a < 2m;Masculino;2
2020;GUATEMALA;VILLA NUEVA;1m a < 2m;Masculino;1
2020;IZABAL;MORALES;1m a < 2m;Masculino;1
2020;QUETZALTENANGO;COATEPEQUE;1m a < 2m;Masculino;2
2020;SAN MARCOS;MALACATÁN;1m a < 2m;Masculino;1
2020;SANTA ROSA;CUILAPA;1m a < 2m;Masculino;4
2020;SUCHITEPEQUEZ;MAZATENANGO;1m a < 2m;Masculino;1
2021;SUCHITEPEQUEZ;MAZATENANGO;1m a < 2m;Masculino;2
2022;ALTA VERAPAZ;LA TINTA;1m a < 2m;Masculino;1
2022;EL PETEN;FLORES;1m a < 2m;Masculino;1
2022;QUETZALTENANGO;COATEPEQUE;1m a < 2m;Masculino;1
2022;ZACAPA;ZACAPA;1m a < 2m;Masculino;1
2023;ALTA VERAPAZ;LA TINTA;1m a < 2m;Masculino;1
2023;CHIMALTENANGO;CHIMALTENANGO;1m a < 2m;Masculino;1
2023;CHIQUIMULA;CHIQUIMULA;1m a < 2m;Masculino;3
2023;CHIQUIMULA;ESQUIPULAS;1m a < 2m;Masculino;2
2023;EL PETEN;POPTÚN;1m a < 2m;Masculino;1
2023;EL PETEN;SAN BENITO;1m a < 2m;Masculino;1
2023;EL PETEN;SAYAXCHÉ;1m a < 2m;Masculino;1
2023;ESCUINTLA;ESCUINTLA;1m a < 2m;Masculino;4
2023;ESCUINTLA;IZTAPA;1m a < 2m;Masculino;1
2023;ESCUINTLA;MASAGUA;1m a < 2m;Masculino;1
2023;QUETZALTENANGO;COATEPEQUE;1m a < 2m;Masculino;12
2023;QUICHE;IXCÁN;1m a < 2m;Masculino;1
2023;QUICHE;JOYABAJ;1m a < 2m;Masculino;1
2023;QUICHE;ZACUALPA;1m a < 2m;Masculino;2
2023;SACATEPEQUEZ;ANTIGUA GUATEMALA;1m a < 2m;Masculino;1
2023;SANTA ROSA;CUILAPA;1m a < 2m;Masculino;3
2023;SANTA ROSA;SAN RAFAEL LAS FLORES;1m a < 2m;Masculino;1
2023;SUCHITEPEQUEZ;MAZATENANGO;1m a < 2m;Masculino;1
2024;CHIQUIMULA;CHIQUIMULA;1m a < 2m;Masculino;3
2024;EL PETEN;DOLORES;1m a < 2m;Masculino;1
2024;EL PETEN;SAN BENITO;1m a < 2m;Masculino;2
2024;EL PETEN;SAYAXCHÉ;1m a < 2m;Masculino;1
2024;EL PROGRESO;GUASTATOYA;1m a < 2m;Masculino;1
2024;ESCUINTLA;ESCUINTLA;1m a < 2m;Masculino;6
2024;ESCUINTLA;LA DEMOCRACIA;1m a < 2m;Masculino;1
2024;GUATEMALA;GUATEMALA;1m a < 2m;Masculino;14
2024;GUATEMALA;MIXCO;1m a < 2m;Masculino;2
2024;GUATEMALA;PALENCIA;1m a < 2m;Masculino;2
2024;GUATEMALA;VILLA CANALES;1m a < 2m;Masculino;2
2024;HUEHUETENANGO;COLOTENANGO;1m a < 2m;Masculino;1
2024;IZABAL;LOS AMATES;1m a < 2m;Masculino;1
2024;JALAPA;JALAPA;1m a < 2m;Masculino;1
2024;JALAPA;SAN MANUEL CHAPARRÓN;1m a < 2m;Masculino;1
2024;JUTIAPA;ASUNCIÓN MITA;1m a < 2m;Masculino;2
2024;JUTIAPA;JUTIAPA;1m a < 2m;Masculino;3
2024;QUETZALTENANGO;COATEPEQUE;1m a < 2m;Masculino;17
2024;QUICHE;JOYABAJ;1m a < 2m;Masculino;1
2024;RETALHULEU;RETALHULEU;1m a < 2m;Masculino;2
2024;SAN MARCOS;MALACATÁN;1m a < 2m;Masculino;2
2024;SANTA ROSA;CASILLAS;1m a < 2m;Masculino;2
2024;SOLOLA;SANTA CRUZ LA LAGUNA;1m a < 2m;Masculino;1
2024;SOLOLA;SOLOLÁ;1m a < 2m;Masculino;1
2024;SUCHITEPEQUEZ;MAZATENANGO;1m a < 2m;Masculino;1
2024;ZACAPA;CABAÑAS;1m a < 2m;Masculino;1
2012;CHIQUIMULA;CHIQUIMULA;2m a < 1 año;Femenino;1
2012;CHIQUIMULA;CONCEPCIÓN LAS MINAS;2m a < 1 año;Femenino;1
2012;EL PETEN;MELCHOR DE MENCOS;2m a < 1 año;Femenino;1
2012;EL PETEN;POPTÚN;2m a < 1 año;Femenino;1
2012;EL PROGRESO;GUASTATOYA;2m a < 1 año;Femenino;3
2012;ESCUINTLA;ESCUINTLA;2m a < 1 año;Femenino;7
2012;ESCUINTLA;LA GOMERA;2m a < 1 año;Femenino;3
2012;ESCUINTLA;TIQUISATE;2m a < 1 año;Femenino;4
2012;GUATEMALA;AMATITLÁN;2m a < 1 año;Femenino;2
2012;GUATEMALA;GUATEMALA;2m a < 1 año;Femenino;5
2012;IZABAL;EL ESTOR;2m a < 1 año;Femenino;1
2012;IZABAL;MORALES;2m a < 1 año;Femenino;2
2012;IZABAL;PUERTO BARRIOS;2m a < 1 año;Femenino;13
2012;JUTIAPA;JUTIAPA;2m a < 1 año;Femenino;1
2012;JUTIAPA;SANTA CATARINA MITA;2m a < 1 año;Femenino;1
2012;QUETZALTENANGO;COATEPEQUE;2m a < 1 año;Femenino;7
2012;QUETZALTENANGO;COLOMBA;2m a < 1 año;Femenino;1
2012;QUETZALTENANGO;FLORES COSTA CUCA;2m a < 1 año;Femenino;1
2012;QUETZALTENANGO;GÉNOVA;2m a < 1 año;Femenino;1
2012;QUICHE;IXCÁN;2m a < 1 año;Femenino;1
2012;RETALHULEU;RETALHULEU;2m a < 1 año;Femenino;5
2012;RETALHULEU;SAN ANDRÉS VILLA SECA;2m a < 1 año;Femenino;2
2012;RETALHULEU;SAN SEBASTIÁN;2m a < 1 año;Femenino;1
2012;SACATEPEQUEZ;ANTIGUA GUATEMALA;2m a < 1 año;Femenino;1
2012;SAN MARCOS;OCÓS;2m a < 1 año;Femenino;1
2012;SUCHITEPEQUEZ;MAZATENANGO;2m a < 1 año;Femenino;3
2012;SUCHITEPEQUEZ;RÍO BRAVO;2m a < 1 año;Femenino;1
2012;ZACAPA;GUALÁN;2m a < 1 año;Femenino;1
2012;ZACAPA;SAN JORGE;2m a < 1 año;Femenino;1
2012;ZACAPA;TECULUTÁN;2m a < 1 año;Femenino;2
2012;ZACAPA;ZACAPA;2m a < 1 año;Femenino;18
2013;ALTA VERAPAZ;CAHABÓN;2m a < 1 año;Femenino;1
2013;ALTA VERAPAZ;COBÁN;2m a < 1 año;Femenino;1
2013;ALTA VERAPAZ;RAXRUHA;2m a < 1 año;Femenino;1
2013;CHIQUIMULA;CHIQUIMULA;2m a < 1 año;Femenino;2
2013;CHIQUIMULA;JOCOTÁN;2m a < 1 año;Femenino;1
2013;EL PETEN;MELCHOR DE MENCOS;2m a < 1 año;Femenino;2
2013;EL PETEN;POPTÚN;2m a < 1 año;Femenino;2
2013;EL PETEN;SAN BENITO;2m a < 1 año;Femenino;1
2013;EL PROGRESO;GUASTATOYA;2m a < 1 año;Femenino;3
2013;ESCUINTLA;ESCUINTLA;2m a < 1 año;Femenino;1
2013;ESCUINTLA;LA GOMERA;2m a < 1 año;Femenino;1
2013;ESCUINTLA;NUEVA CONCEPCIÓN;2m a < 1 año;Femenino;1
2013;ESCUINTLA;PUERTO DE SAN JOSÉ;2m a < 1 año;Femenino;1
2013;ESCUINTLA;TIQUISATE;2m a < 1 año;Femenino;5
2013;GUATEMALA;AMATITLÁN;2m a < 1 año;Femenino;1
2013;GUATEMALA;GUATEMALA;2m a < 1 año;Femenino;5
2013;GUATEMALA;PALENCIA;2m a < 1 año;Femenino;1
2013;GUATEMALA;SAN JOSÉ PINULA;2m a < 1 año;Femenino;1
2013;GUATEMALA;VILLA NUEVA;2m a < 1 año;Femenino;2
2013;HUEHUETENANGO;JACALTENANGO;2m a < 1 año;Femenino;1
2013;HUEHUETENANGO;LA DEMOCRACIA;2m a < 1 año;Femenino;1
2013;IZABAL;EL ESTOR;2m a < 1 año;Femenino;1
2013;IZABAL;LOS AMATES;2m a < 1 año;Femenino;2
2013;IZABAL;PUERTO BARRIOS;2m a < 1 año;Femenino;15
2013;JUTIAPA;JALPATAGUA;2m a < 1 año;Femenino;1
2013;JUTIAPA;JUTIAPA;2m a < 1 año;Femenino;5
2013;JUTIAPA;SANTA CATARINA MITA;2m a < 1 año;Femenino;1
2013;QUETZALTENANGO;COATEPEQUE;2m a < 1 año;Femenino;14
2013;RETALHULEU;NUEVO SAN CARLOS;2m a < 1 año;Femenino;3
2013;RETALHULEU;RETALHULEU;2m a < 1 año;Femenino;7
2013;RETALHULEU;SANTA CRUZ MULÚA;2m a < 1 año;Femenino;1
2013;SACATEPEQUEZ;SAN ANTONIO AGUAS CALIENTES;2m a < 1 año;Femenino;1
2013;SAN MARCOS;AYUTLA;2m a < 1 año;Femenino;1
2013;SAN MARCOS;EL TUMBADOR;2m a < 1 año;Femenino;2
2013;SANTA ROSA;CUILAPA;2m a < 1 año;Femenino;2
2013;SUCHITEPEQUEZ;CUYOTENANGO;2m a < 1 año;Femenino;1
2013;SUCHITEPEQUEZ;SAN PABLO JOCOPILAS;2m a < 1 año;Femenino;2
2013;ZACAPA;GUALÁN;2m a < 1 año;Femenino;4
2013;ZACAPA;ZACAPA;2m a < 1 año;Femenino;6
2014;CHIQUIMULA;CAMOTÁN;2m a < 1 año;Femenino;1
2014;CHIQUIMULA;CHIQUIMULA;2m a < 1 año;Femenino;2
2014;CHIQUIMULA;CONCEPCIÓN LAS MINAS;2m a < 1 año;Femenino;1
2014;EL PETEN;EL CHAL;2m a < 1 año;Femenino;1
2014;EL PETEN;SAYAXCHÉ;2m a < 1 año;Femenino;1
2014;EL PROGRESO;EL JÍCARO;2m a < 1 año;Femenino;1
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;2m a < 1 año;Femenino;2
2014;ESCUINTLA;ESCUINTLA;2m a < 1 año;Femenino;10
2014;ESCUINTLA;LA GOMERA;2m a < 1 año;Femenino;1
2014;ESCUINTLA;PUERTO DE SAN JOSÉ;2m a < 1 año;Femenino;1
2014;ESCUINTLA;SANTA LUCÍA COTZUMALGUAPA;2m a < 1 año;Femenino;2
2014;ESCUINTLA;SAN VICENTE PACAYA;2m a < 1 año;Femenino;1
2014;ESCUINTLA;TIQUISATE;2m a < 1 año;Femenino;3
2014;GUATEMALA;AMATITLÁN;2m a < 1 año;Femenino;1
2014;GUATEMALA;GUATEMALA;2m a < 1 año;Femenino;6
2014;GUATEMALA;SAN JOSÉ DEL GOLFO;2m a < 1 año;Femenino;1
2014;GUATEMALA;VILLA CANALES;2m a < 1 año;Femenino;2
2014;IZABAL;LOS AMATES;2m a < 1 año;Femenino;1
2014;IZABAL;MORALES;2m a < 1 año;Femenino;1
2014;IZABAL;PUERTO BARRIOS;2m a < 1 año;Femenino;30
2014;JALAPA;JALAPA;2m a < 1 año;Femenino;1
2014;QUETZALTENANGO;COATEPEQUE;2m a < 1 año;Femenino;34
2014;QUETZALTENANGO;EL PALMAR;2m a < 1 año;Femenino;1
2014;RETALHULEU;RETALHULEU;2m a < 1 año;Femenino;13
2014;RETALHULEU;SAN ANDRÉS VILLA SECA;2m a < 1 año;Femenino;3
2014;RETALHULEU;SAN SEBASTIÁN;2m a < 1 año;Femenino;1
2014;SAN MARCOS;AYUTLA;2m a < 1 año;Femenino;8
2014;SAN MARCOS;EL QUETZAL;2m a < 1 año;Femenino;1
2014;SAN MARCOS;NUEVO PROGRESO;2m a < 1 año;Femenino;1
2014;SAN MARCOS;OCÓS;2m a < 1 año;Femenino;1
2014;SAN MARCOS;PAJAPITA;2m a < 1 año;Femenino;1
2014;SANTA ROSA;BARBERENA;2m a < 1 año;Femenino;5
2014;SANTA ROSA;CHIQUIMULILLA;2m a < 1 año;Femenino;3
2014;SANTA ROSA;CUILAPA;2m a < 1 año;Femenino;3
2014;SANTA ROSA;NUEVA SANTA ROSA;2m a < 1 año;Femenino;2
2014;SUCHITEPEQUEZ;CUYOTENANGO;2m a < 1 año;Femenino;1
2014;SUCHITEPEQUEZ;RÍO BRAVO;2m a < 1 año;Femenino;1
2014;SUCHITEPEQUEZ;SANTO TOMÁS LA UNIÓN;2m a < 1 año;Femenino;1
2014;ZACAPA;ESTANZUELA;2m a < 1 año;Femenino;2
2014;ZACAPA;GUALÁN;2m a < 1 año;Femenino;3
2014;ZACAPA;RÍO HONDO;2m a < 1 año;Femenino;1
2014;ZACAPA;TECULUTÁN;2m a < 1 año;Femenino;1
2014;ZACAPA;ZACAPA;2m a < 1 año;Femenino;6
2015;ALTA VERAPAZ;CAHABÓN;2m a < 1 año;Femenino;1
2015;ALTA VERAPAZ;CHAHAL;2m a < 1 año;Femenino;1
2015;ALTA VERAPAZ;RAXRUHA;2m a < 1 año;Femenino;2
2015;BAJA VERAPAZ;SALAMÁ;2m a < 1 año;Femenino;2
2015;CHIMALTENANGO;CHIMALTENANGO;2m a < 1 año;Femenino;1
2015;EL PETEN;POPTÚN;2m a < 1 año;Femenino;1
2015;EL PETEN;SAN FRANCISCO;2m a < 1 año;Femenino;1
2015;EL PROGRESO;EL JÍCARO;2m a < 1 año;Femenino;1
2015;EL PROGRESO;MORAZÁN;2m a < 1 año;Femenino;1
2015;ESCUINTLA;ESCUINTLA;2m a < 1 año;Femenino;8
2015;ESCUINTLA;MASAGUA;2m a < 1 año;Femenino;2
2015;ESCUINTLA;NUEVA CONCEPCIÓN;2m a < 1 año;Femenino;4
2015;ESCUINTLA;PALÍN;2m a < 1 año;Femenino;1
2015;ESCUINTLA;SANTA LUCÍA COTZUMALGUAPA;2m a < 1 año;Femenino;6
2015;ESCUINTLA;TIQUISATE;2m a < 1 año;Femenino;5
2015;GUATEMALA;AMATITLÁN;2m a < 1 año;Femenino;7
2015;GUATEMALA;CHINAUTLA;2m a < 1 año;Femenino;1
2015;GUATEMALA;GUATEMALA;2m a < 1 año;Femenino;16
2015;GUATEMALA;MIXCO;2m a < 1 año;Femenino;7
2015;GUATEMALA;SAN JUAN SACATEPÉQUEZ;2m a < 1 año;Femenino;2
2015;GUATEMALA;VILLA NUEVA;2m a < 1 año;Femenino;4
2015;HUEHUETENANGO;JACALTENANGO;2m a < 1 año;Femenino;1
2015;HUEHUETENANGO;LA DEMOCRACIA;2m a < 1 año;Femenino;4
2015;IZABAL;LOS AMATES;2m a < 1 año;Femenino;2
2015;IZABAL;PUERTO BARRIOS;2m a < 1 año;Femenino;10
2015;JUTIAPA;SANTA CATARINA MITA;2m a < 1 año;Femenino;2
2015;QUETZALTENANGO;COATEPEQUE;2m a < 1 año;Femenino;14
2015;QUETZALTENANGO;EL PALMAR;2m a < 1 año;Femenino;2
2015;RETALHULEU;NUEVO SAN CARLOS;2m a < 1 año;Femenino;1
2015;SACATEPEQUEZ;ANTIGUA GUATEMALA;2m a < 1 año;Femenino;1
2015;SAN MARCOS;EL TUMBADOR;2m a < 1 año;Femenino;1
2015;SAN MARCOS;OCÓS;2m a < 1 año;Femenino;1
2015;SANTA ROSA;CHIQUIMULILLA;2m a < 1 año;Femenino;1
2015;SANTA ROSA;CUILAPA;2m a < 1 año;Femenino;4
2015;SANTA ROSA;NUEVA SANTA ROSA;2m a < 1 año;Femenino;2
2015;SANTA ROSA;PUEBLO NUEVO VIÑAS;2m a < 1 año;Femenino;1
2015;SUCHITEPEQUEZ;MAZATENANGO;2m a < 1 año;Femenino;1
2015;SUCHITEPEQUEZ;SANTO TOMÁS LA UNIÓN;2m a < 1 año;Femenino;1
2015;ZACAPA;ESTANZUELA;2m a < 1 año;Femenino;1
2015;ZACAPA;GUALÁN;2m a < 1 año;Femenino;1
2015;ZACAPA;ZACAPA;2m a < 1 año;Femenino;3
2016;ALTA VERAPAZ;CHAHAL;2m a < 1 año;Femenino;2
2016;ALTA VERAPAZ;SANTA CRUZ VERAPAZ;2m a < 1 año;Femenino;1
2016;BAJA VERAPAZ;RABINAL;2m a < 1 año;Femenino;2
2016;CHIQUIMULA;CAMOTÁN;2m a < 1 año;Femenino;1
2016;CHIQUIMULA;ESQUIPULAS;2m a < 1 año;Femenino;1
2016;EL PETEN;EL CHAL;2m a < 1 año;Femenino;1
2016;EL PETEN;SAN BENITO;2m a < 1 año;Femenino;1
2016;EL PROGRESO;GUASTATOYA;2m a < 1 año;Femenino;2
2016;ESCUINTLA;ESCUINTLA;2m a < 1 año;Femenino;2
2016;ESCUINTLA;LA GOMERA;2m a < 1 año;Femenino;1
2016;ESCUINTLA;TIQUISATE;2m a < 1 año;Femenino;3
2016;GUATEMALA;AMATITLÁN;2m a < 1 año;Femenino;2
2016;GUATEMALA;GUATEMALA;2m a < 1 año;Femenino;13
2016;GUATEMALA;MIXCO;2m a < 1 año;Femenino;4
2016;GUATEMALA;SAN JUAN SACATEPÉQUEZ;2m a < 1 año;Femenino;1
2016;GUATEMALA;SAN PEDRO AYAMPUC;2m a < 1 año;Femenino;2
2016;GUATEMALA;VILLA CANALES;2m a < 1 año;Femenino;1
2016;GUATEMALA;VILLA NUEVA;2m a < 1 año;Femenino;3
2016;HUEHUETENANGO;JACALTENANGO;2m a < 1 año;Femenino;2
2016;IZABAL;EL ESTOR;2m a < 1 año;Femenino;3
2016;IZABAL;PUERTO BARRIOS;2m a < 1 año;Femenino;3
2016;JUTIAPA;ASUNCIÓN MITA;2m a < 1 año;Femenino;1
2016;QUETZALTENANGO;COATEPEQUE;2m a < 1 año;Femenino;2
2016;QUETZALTENANGO;COLOMBA;2m a < 1 año;Femenino;4
2016;QUICHE;CANILLÁ;2m a < 1 año;Femenino;3
2016;SACATEPEQUEZ;ANTIGUA GUATEMALA;2m a < 1 año;Femenino;2
2016;SAN MARCOS;EL TUMBADOR;2m a < 1 año;Femenino;1
2016;SAN MARCOS;MALACATÁN;2m a < 1 año;Femenino;2
2016;SAN MARCOS;OCÓS;2m a < 1 año;Femenino;1
2016;SANTA ROSA;BARBERENA;2m a < 1 año;Femenino;1
2016;SANTA ROSA;CASILLAS;2m a < 1 año;Femenino;3
2016;SANTA ROSA;CUILAPA;2m a < 1 año;Femenino;1
2016;SANTA ROSA;ORATORIO;2m a < 1 año;Femenino;1
2016;SANTA ROSA;PUEBLO NUEVO VIÑAS;2m a < 1 año;Femenino;2
2016;SOLOLA;SAN ANDRÉS SEMETABAJ;2m a < 1 año;Femenino;1
2016;SOLOLA;SANTIAGO ATITLÁN;2m a < 1 año;Femenino;1
2016;ZACAPA;ZACAPA;2m a < 1 año;Femenino;1
2017;ALTA VERAPAZ;SAN CRISTÓBAL VERAPAZ;2m a < 1 año;Femenino;1
2017;CHIQUIMULA;ESQUIPULAS;2m a < 1 año;Femenino;2
2017;CHIQUIMULA;JOCOTÁN;2m a < 1 año;Femenino;4
2017;CHIQUIMULA;SAN JUAN LA ERMITA;2m a < 1 año;Femenino;1
2017;EL PETEN;EL CHAL;2m a < 1 año;Femenino;1
2017;EL PETEN;SAN BENITO;2m a < 1 año;Femenino;2
2017;EL PETEN;SAYAXCHÉ;2m a < 1 año;Femenino;1
2017;EL PROGRESO;GUASTATOYA;2m a < 1 año;Femenino;3
2017;ESCUINTLA;ESCUINTLA;2m a < 1 año;Femenino;1
2017;ESCUINTLA;NUEVA CONCEPCIÓN;2m a < 1 año;Femenino;1
2017;ESCUINTLA;PALÍN;2m a < 1 año;Femenino;1
2017;GUATEMALA;GUATEMALA;2m a < 1 año;Femenino;6
2017;GUATEMALA;SAN JOSÉ DEL GOLFO;2m a < 1 año;Femenino;1
2017;GUATEMALA;SAN JUAN SACATEPÉQUEZ;2m a < 1 año;Femenino;1
2017;HUEHUETENANGO;NENTÓN;2m a < 1 año;Femenino;2
2017;IZABAL;PUERTO BARRIOS;2m a < 1 año;Femenino;4
2017;JALAPA;JALAPA;2m a < 1 año;Femenino;1
2017;JUTIAPA;JALPATAGUA;2m a < 1 año;Femenino;1
2017;QUETZALTENANGO;COATEPEQUE;2m a < 1 año;Femenino;2
2017;QUETZALTENANGO;EL PALMAR;2m a < 1 año;Femenino;1
2017;QUICHE;PACHALÚN;2m a < 1 año;Femenino;1
2017;SAN MARCOS;AYUTLA;2m a < 1 año;Femenino;1
2017;SAN MARCOS;LA REFORMA;2m a < 1 año;Femenino;2
2017;SAN MARCOS;MALACATÁN;2m a < 1 año;Femenino;1
2017;ZACAPA;CABAÑAS;2m a < 1 año;Femenino;1
2017;ZACAPA;ESTANZUELA;2m a < 1 año;Femenino;1
2017;ZACAPA;GUALÁN;2m a < 1 año;Femenino;1
2017;ZACAPA;TECULUTÁN;2m a < 1 año;Femenino;2
2017;ZACAPA;ZACAPA;2m a < 1 año;Femenino;6
2018;ALTA VERAPAZ;CHAHAL;2m a < 1 año;Femenino;1
2018;BAJA VERAPAZ;SALAMÁ;2m a < 1 año;Femenino;2
2018;CHIMALTENANGO;PARRAMOS;2m a < 1 año;Femenino;1
2018;CHIQUIMULA;CAMOTÁN;2m a < 1 año;Femenino;1
2018;CHIQUIMULA;ESQUIPULAS;2m a < 1 año;Femenino;3
2018;CHIQUIMULA;QUETZALTEPEQUE;2m a < 1 año;Femenino;1
2018;EL PETEN;DOLORES;2m a < 1 año;Femenino;1
2018;EL PETEN;EL CHAL;2m a < 1 año;Femenino;1
2018;EL PETEN;MELCHOR DE MENCOS;2m a < 1 año;Femenino;1
2018;EL PETEN;POPTÚN;2m a < 1 año;Femenino;1
2018;EL PROGRESO;GUASTATOYA;2m a < 1 año;Femenino;3
2018;ESCUINTLA;ESCUINTLA;2m a < 1 año;Femenino;3
2018;ESCUINTLA;IZTAPA;2m a < 1 año;Femenino;1
2018;ESCUINTLA;MASAGUA;2m a < 1 año;Femenino;1
2018;ESCUINTLA;SIPACATE;2m a < 1 año;Femenino;1
2018;ESCUINTLA;TIQUISATE;2m a < 1 año;Femenino;1
2018;GUATEMALA;GUATEMALA;2m a < 1 año;Femenino;9
2018;GUATEMALA;SAN JOSÉ DEL GOLFO;2m a < 1 año;Femenino;1
2018;GUATEMALA;SAN JUAN SACATEPÉQUEZ;2m a < 1 año;Femenino;1
2018;IZABAL;EL ESTOR;2m a < 1 año;Femenino;2
2018;IZABAL;LIVINGSTON;2m a < 1 año;Femenino;1
2018;IZABAL;PUERTO BARRIOS;2m a < 1 año;Femenino;13
2018;JALAPA;SAN LUIS JILOTEPEQUE;2m a < 1 año;Femenino;1
2018;QUETZALTENANGO;COATEPEQUE;2m a < 1 año;Femenino;76
2018;QUETZALTENANGO;GÉNOVA;2m a < 1 año;Femenino;6
2018;RETALHULEU;RETALHULEU;2m a < 1 año;Femenino;2
2018;SAN MARCOS;AYUTLA;2m a < 1 año;Femenino;1
2018;SAN MARCOS;CATARINA;2m a < 1 año;Femenino;2
2018;SAN MARCOS;LA REFORMA;2m a < 1 año;Femenino;1
2018;SAN MARCOS;NUEVO PROGRESO;2m a < 1 año;Femenino;1
2018;SAN MARCOS;SAN PABLO;2m a < 1 año;Femenino;1
2018;SANTA ROSA;CUILAPA;2m a < 1 año;Femenino;1
2018;SUCHITEPEQUEZ;MAZATENANGO;2m a < 1 año;Femenino;4
2018;ZACAPA;CABAÑAS;2m a < 1 año;Femenino;1
2018;ZACAPA;GUALÁN;2m a < 1 año;Femenino;1
2018;ZACAPA;SAN DIEGO;2m a < 1 año;Femenino;1
2018;ZACAPA;TECULUTÁN;2m a < 1 año;Femenino;1
2018;ZACAPA;ZACAPA;2m a < 1 año;Femenino;7
2019;ALTA VERAPAZ;CAHABÓN;2m a < 1 año;Femenino;1
2019;ALTA VERAPAZ;CHAHAL;2m a < 1 año;Femenino;1
2019;ALTA VERAPAZ;CHISEC;2m a < 1 año;Femenino;5
2019;ALTA VERAPAZ;COBÁN;2m a < 1 año;Femenino;4
2019;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;2m a < 1 año;Femenino;4
2019;ALTA VERAPAZ;RAXRUHA;2m a < 1 año;Femenino;1
2019;ALTA VERAPAZ;SAN PEDRO CARCHÁ;2m a < 1 año;Femenino;2
2019;ALTA VERAPAZ;SANTA CRUZ VERAPAZ;2m a < 1 año;Femenino;1
2019;ALTA VERAPAZ;TUCURÚ;2m a < 1 año;Femenino;2
2019;BAJA VERAPAZ;CUBULCO;2m a < 1 año;Femenino;1
2019;BAJA VERAPAZ;GRANADOS;2m a < 1 año;Femenino;5
2019;BAJA VERAPAZ;RABINAL;2m a < 1 año;Femenino;3
2019;BAJA VERAPAZ;SALAMÁ;2m a < 1 año;Femenino;9
2019;BAJA VERAPAZ;SAN JERÓNIMO;2m a < 1 año;Femenino;1
2019;CHIQUIMULA;CAMOTÁN;2m a < 1 año;Femenino;1
2019;CHIQUIMULA;CHIQUIMULA;2m a < 1 año;Femenino;15
2019;CHIQUIMULA;ESQUIPULAS;2m a < 1 año;Femenino;2
2019;CHIQUIMULA;JOCOTÁN;2m a < 1 año;Femenino;7
2019;CHIQUIMULA;SAN JACINTO;2m a < 1 año;Femenino;1
2019;CHIQUIMULA;SAN JUAN LA ERMITA;2m a < 1 año;Femenino;2
2019;EL PETEN;FLORES;2m a < 1 año;Femenino;3
2019;EL PETEN;LA LIBERTAD;2m a < 1 año;Femenino;16
2019;EL PETEN;MELCHOR DE MENCOS;2m a < 1 año;Femenino;2
2019;EL PETEN;POPTÚN;2m a < 1 año;Femenino;39
2019;EL PETEN;SAN BENITO;2m a < 1 año;Femenino;11
2019;EL PETEN;SAN FRANCISCO;2m a < 1 año;Femenino;1
2019;EL PETEN;SAN LUIS;2m a < 1 año;Femenino;1
2019;EL PETEN;SAYAXCHÉ;2m a < 1 año;Femenino;13
2019;EL PROGRESO;EL JÍCARO;2m a < 1 año;Femenino;2
2019;EL PROGRESO;GUASTATOYA;2m a < 1 año;Femenino;2
2019;ESCUINTLA;ESCUINTLA;2m a < 1 año;Femenino;8
2019;ESCUINTLA;GUANAGAZAPA;2m a < 1 año;Femenino;2
2019;ESCUINTLA;IZTAPA;2m a < 1 año;Femenino;1
2019;ESCUINTLA;LA DEMOCRACIA;2m a < 1 año;Femenino;3
2019;ESCUINTLA;MASAGUA;2m a < 1 año;Femenino;2
2019;ESCUINTLA;NUEVA CONCEPCIÓN;2m a < 1 año;Femenino;4
2019;ESCUINTLA;PALÍN;2m a < 1 año;Femenino;2
2019;ESCUINTLA;PUERTO DE SAN JOSÉ;2m a < 1 año;Femenino;2
2019;ESCUINTLA;SIQUINALÁ;2m a < 1 año;Femenino;5
2019;ESCUINTLA;TIQUISATE;2m a < 1 año;Femenino;6
2019;GUATEMALA;AMATITLÁN;2m a < 1 año;Femenino;5
2019;GUATEMALA;CHINAUTLA;2m a < 1 año;Femenino;1
2019;GUATEMALA;CHUARRANCHO;2m a < 1 año;Femenino;1
2019;GUATEMALA;GUATEMALA;2m a < 1 año;Femenino;38
2019;GUATEMALA;MIXCO;2m a < 1 año;Femenino;4
2019;GUATEMALA;PALENCIA;2m a < 1 año;Femenino;3
2019;GUATEMALA;SAN JOSÉ DEL GOLFO;2m a < 1 año;Femenino;1
2019;GUATEMALA;SAN PEDRO AYAMPUC;2m a < 1 año;Femenino;3
2019;GUATEMALA;VILLA CANALES;2m a < 1 año;Femenino;2
2019;GUATEMALA;VILLA NUEVA;2m a < 1 año;Femenino;2
2019;HUEHUETENANGO;BARILLAS;2m a < 1 año;Femenino;1
2019;HUEHUETENANGO;CUILCO;2m a < 1 año;Femenino;7
